Frame X Y
1023 230.96 131.56
1024 228.68 134.45
1025 227.96 136.88
1026 227.14 139.13
1027 227.06 140.65
1028 224.71 144.09
1029 223.63 146.80
1030 221.67 149.73
1031 219.88 151.24
1032 217.73 153.42
1033 215.57 155.20
1034 213.20 155.97
1035 210.35 157.97
1036 206.70 159.14
1037 205.68 160.43
1038 203.72 161.99
1039 201.24 163.99
1040 196.46 165.94
1041 194.15 168.14
1042 192.40 169.96
1043 188.57 172.19
1044 184.80 174.18
1045 181.58 175.46
1046 178.23 175.81
1047 175.88 176.06
1048 172.86 176.30
1049 170.05 176.51
1050 167.52 176.64
1051 164.30 176.64
1052 161.02 176.73
1053 157.39 177.03
1054 153.86 178.31
1055 149.94 179.73
1056 145.79 179.91
1057 142.69 179.91
1058 139.06 179.91
1059 136.32 179.83
1060 133.92 179.46
1061 130.91 179.46
1062 128.11 179.46
1063 124.89 180.27
1064 121.99 181.37
1065 120.17 182.01
1066 118.69 182.33
1067 116.76 182.49
1068 114.18 182.49
1069 113.47 182.49
1070 112.82 182.35
1071 112.52 181.85
1072 112.46 181.70
1073 112.26 181.57
1074 111.54 181.54
1075 110.90 181.39
1076 110.07 181.06
1077 109.20 180.67
1078 108.55 180.11
1079 108.27 180.11
1080 108.25 180.11
1081 108.21 181.01
1082 107.92 181.94
1083 107.90 182.13
1084 107.90 182.13
1085 107.90 182.13
1086 108.23 182.02
1087 108.27 181.93
1088 108.39 181.89
1089 108.40 181.89
1090 108.40 181.89
1091 108.40 182.07
1092 108.24 182.23
1093 108.16 182.24
1094 108.12 182.28
1095 108.14 182.28
1096 108.11 182.29
1097 108.11 182.29
1098 108.14 182.25
1099 108.14 182.16
1100 108.43 181.71
1101 108.69 181.08
1102 109.43 179.74
1103 109.77 178.45
1104 110.56 177.16
1105 111.25 177.02
1106 111.63 176.90
1107 112.02 176.81
1108 112.07 176.81
1109 112.46 176.65
1110 112.46 175.92
1111 112.46 175.89
1112 112.15 175.83
1113 112.14 175.65
1114 111.74 174.59
1115 111.74 174.32
1116 111.74 174.22
1117 112.04 174.22
1118 112.06 174.32
1119 112.09 174.44
1120 112.06 174.89
1121 112.15 175.44
1122 112.40 175.88
1123 112.43 176.13
1124 112.57 176.48
1125 112.57 176.58
1126 112.57 176.58
1127 112.48 176.69
1128 112.47 176.72
1129 112.35 176.75
1130 112.47 176.86
1131 112.47 177.30
1132 112.59 177.84
1133 112.70 178.22
1134 113.46 178.25
1135 113.48 178.35
1136 113.52 178.60
1137 113.52 178.76
1138 113.52 179.38
1139 112.17 180.26
1140 111.18 180.95
1141 110.51 181.75
1142 109.96 182.42
1143 109.88 183.09
1144 109.70 183.98
1145 109.70 184.89
1146 109.47 186.16
1147 109.38 186.95
1148 109.38 187.09
1149 109.43 187.09
1150 109.43 187.09
1151 109.43 186.83
1152 109.46 186.49
1153 109.49 186.49
1154 109.49 186.49
1155 109.36 186.69
1156 109.24 187.08
1157 108.43 188.08
1158 107.94 189.13
1159 107.26 190.17
1160 107.26 190.63
1161 107.26 190.63
1162 107.58 190.63
1163 107.81 190.31
1164 108.01 190.01
1165 108.29 189.37
1166 108.66 188.82
1167 109.12 187.88
1168 109.41 186.84
1169 110.07 186.04
1170 110.74 185.38
1171 111.12 185.38
1172 111.75 185.38
1173 112.32 185.68
1174 112.33 185.68
1175 113.31 185.68
1176 114.42 185.27
1177 115.05 185.27
1178 116.01 185.27
1179 116.26 185.49
1180 116.45 185.49
1181 116.45 185.49
1182 116.37 185.34
1183 116.26 185.14
1184 115.11 184.29
1185 114.96 183.12
1186 114.70 181.03
1187 113.98 179.19
1188 113.07 177.45
1189 110.65 174.58
1190 109.02 173.40
1191 106.36 171.81
1192 103.38 168.85
1193 100.97 166.17
1194 99.61 163.29
1195 97.82 160.68
1196 97.37 159.29
1197 94.22 156.83
1198 93.34 152.81
1199 92.35 150.02
1200 92.29 148.87
1201 92.29 148.58
1202 92.29 147.51
1203 93.01 146.92
1204 93.88 145.81
1205 94.82 144.17
1206 95.04 142.70
1207 95.55 141.57
1208 95.80 140.59
1209 95.80 139.50
1210 95.80 139.15
1211 95.70 138.86
1212 95.45 138.30
1213 95.39 137.67
1214 95.12 137.42
1215 94.38 137.01
1216 94.22 136.46
1217 94.22 135.32
1218 94.22 134.07
1219 94.59 133.71
1220 94.86 133.20
1221 96.27 132.81
1222 96.93 132.75
1223 97.80 131.72
1224 98.08 131.03
1225 98.08 130.66
1226 98.08 129.07
1227 96.85 126.91
1228 95.57 124.33
1229 94.72 123.73
1230 93.87 122.63
1231 93.25 121.14
1232 92.84 119.39
1233 92.43 118.42
1234 91.47 117.23
1235 90.65 115.18
1236 90.61 113.03
1237 90.61 111.49
1238 90.65 110.05
1239 90.65 108.47
1240 90.70 106.39
1241 91.17 104.17
1242 92.52 101.96
1243 93.85 98.93
1244 95.05 97.08
1245 95.07 94.23
1246 96.22 92.42
1247 96.74 90.49
1248 97.31 88.55
1249 98.83 85.04
1250 100.52 83.11
1251 102.00 80.70
1252 103.26 78.79
1253 103.97 77.81
1254 107.15 76.28
